iter	Accuracy	Logloss
883	0.8184012495	0.3900974398
884	0.8185432344	0.3900767491
885	0.8185432344	0.3900598972
886	0.8185432344	0.3900293568
887	0.8184012495	0.3900052456
888	0.8184012495	0.3899857923
889	0.8185432344	0.3899585286
890	0.8182592645	0.3899383722
891	0.8181172796	0.3899089784
892	0.8181172796	0.3898887327
893	0.8184012495	0.3898695254
894	0.8185432344	0.3898483504
895	0.8182592645	0.3898272506
896	0.8188272043	0.3897914003
897	0.8189691893	0.3897714027
898	0.8192531592	0.3897447766
899	0.8192531592	0.3897187099
900	0.8192531592	0.389694291
901	0.8189691893	0.3896708754
902	0.8189691893	0.3896458713
903	0.8189691893	0.3896158573
904	0.8191111742	0.3895802919
905	0.8189691893	0.3895564315
906	0.8189691893	0.3895248469
907	0.8189691893	0.389501538
908	0.8191111742	0.3894712129
909	0.8193951441	0.389447826
910	0.8192531592	0.389435382
911	0.8191111742	0.3894138243
912	0.8191111742	0.3893794403
913	0.8191111742	0.389348573
914	0.8191111742	0.38931497
915	0.8191111742	0.3892858031
916	0.8191111742	0.3892585005
917	0.8191111742	0.3892256561
918	0.8191111742	0.3891913943
919	0.8191111742	0.3891693274
920	0.8191111742	0.3891441187
921	0.8191111742	0.3891152487
922	0.8191111742	0.3890923466
923	0.8191111742	0.3890671011
924	0.8191111742	0.3890452065
925	0.8188272043	0.3890197661
926	0.8185432344	0.3889964216
927	0.8185432344	0.3889658738
928	0.8186852194	0.3889396568
929	0.8186852194	0.388918502
930	0.8186852194	0.3888988845
931	0.8186852194	0.388876204
932	0.8186852194	0.3888566432
933	0.8185432344	0.3888296261
934	0.8188272043	0.3887947741
935	0.8188272043	0.3887704096
936	0.8186852194	0.3887271162
937	0.8188272043	0.3887084075
938	0.8189691893	0.3886757654
939	0.8191111742	0.3886374456
940	0.8189691893	0.3886230249
941	0.8188272043	0.3885947589
942	0.8188272043	0.388555677
943	0.8188272043	0.3885320352
944	0.8189691893	0.3885034056
945	0.8189691893	0.3884637525
946	0.8189691893	0.3884490704
947	0.8189691893	0.3884332384
948	0.8189691893	0.3883999166
949	0.8189691893	0.388374706
950	0.8191111742	0.3883452982
951	0.8191111742	0.3883268412
952	0.8191111742	0.3883062209
953	0.8191111742	0.3882750755
954	0.8191111742	0.3882453355
955	0.8191111742	0.3882205713
956	0.8192531592	0.3882060754
957	0.8191111742	0.3881751645
958	0.8191111742	0.3881515884
959	0.8191111742	0.3881319438
960	0.8191111742	0.3881049823
961	0.8191111742	0.3880828047
962	0.8191111742	0.3880443769
963	0.8191111742	0.3880167573
964	0.8191111742	0.3880034995
965	0.8191111742	0.3879733447
966	0.8191111742	0.3879402451
967	0.8191111742	0.3879082414
968	0.8191111742	0.3878890797
969	0.8189691893	0.3878674599
970	0.8189691893	0.3878457808
971	0.8189691893	0.3878251413
972	0.8191111742	0.3878024645
973	0.8193951441	0.3877716658
974	0.8193951441	0.3877508577
975	0.8195371291	0.3876963334
976	0.819679114	0.3876715554
977	0.8195371291	0.3876341019
978	0.8195371291	0.3875933731
979	0.8195371291	0.3875749157
980	0.819679114	0.3875477399
981	0.8195371291	0.3875351651
982	0.8195371291	0.3875029133
983	0.819679114	0.3874804271
984	0.819679114	0.387464611
985	0.819821099	0.3874407337
986	0.819821099	0.3874126745
987	0.819679114	0.3873886378
988	0.8199630839	0.3873506558
989	0.8199630839	0.3873297535
990	0.819821099	0.3872918945
991	0.819679114	0.3872662039
992	0.8201050689	0.3872478185
993	0.8201050689	0.3872270673
994	0.8201050689	0.3871976046
995	0.8202470538	0.3871752331
996	0.8202470538	0.3871439028
997	0.8202470538	0.3871061321
998	0.8202470538	0.3870896869
999	0.8202470538	0.3870666669
